Rk,Player,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Player-additional
704,Jesús Aguilar,-0.6,36,115.0,104.0,8,23.0,2,0,5.0,9.0,0,0,8,31,.221,0.281,0.385,0.665,86,.281,81,40,aguilje01
705,Tyler Nevin,-0.6,41,111.0,95.0,11,19.0,3,1,2.0,10.0,0,1,12,25,.200,0.306,0.316,0.622,73,.283,75,30,nevinty01
706,Masyn Winn,-0.6,37,137.0,122.0,8,21.0,2,0,2.0,12.0,2,1,10,26,.172,0.23,0.238,0.467,28,.224,28,29,winnma01
707,Hunter Renfroe,-0.6,140,548.0,498.0,60,116.0,31,0,20.0,60.0,0,0,44,125,.233,0.297,0.416,0.713,92,.311,90,207,renfrhu01
708,Nate Eaton,-0.6,28,56.0,53.0,2,4.0,0,0,0.0,1.0,3,0,2,21,.075,0.125,0.075,0.2,-43,.128,-46,4,eatonna01
709,Tucker Barnhart*,-0.6,43,123.0,109.0,6,22.0,3,0,1.0,9.0,1,0,12,42,.202,0.285,0.257,0.541,52,.252,43,28,barnhtu01
710,Taylor Motter,-0.6,29,82.0,76.0,3,13.0,3,0,0.0,2.0,0,0,5,31,.171,0.232,0.211,0.442,22,.204,14,16,motteta01
711,Jacob Stallings,-0.6,88,276.0,241.0,22,46.0,14,0,3.0,20.0,0,0,27,67,.191,0.278,0.286,0.565,51,.259,51,69,stallja01
712,Everson Pereira,-0.6,27,103.0,93.0,6,14.0,4,0,0.0,10.0,4,0,8,40,.151,0.233,0.194,0.427,20,.211,14,18,pereiev01
713,Josh Harrison,-0.6,40,114.0,103.0,8,21.0,3,0,2.0,10.0,0,0,3,20,.204,0.263,0.291,0.554,52,.256,53,30,harrijo05
714,Rowdy Tellez*,-0.6,105,351.0,311.0,26,67.0,9,1,13.0,47.0,0,0,35,86,.215,0.291,0.376,0.667,81,.294,79,117,tellero01
715,Wil Myers,-0.6,37,141.0,127.0,11,24.0,3,0,3.0,12.0,2,1,12,48,.189,0.257,0.283,0.541,45,.243,38,36,myerswi01
716,Alec Burleson*,-0.6,107,347.0,315.0,34,77.0,20,1,8.0,36.0,3,1,23,45,.244,0.3,0.39,0.691,87,.302,84,123,burleal01
717,Corey Dickerson*,-0.6,50,152.0,144.0,12,36.0,7,1,2.0,17.0,0,1,7,28,.250,0.283,0.354,0.637,76,.279,73,51,dickeco01
718,Darick Hall*,-0.6,18,56.0,54.0,2,9.0,1,0,1.0,3.0,0,0,2,18,.167,0.196,0.241,0.437,19,.195,9,13,hallda02
719,Korey Lee,-0.7,24,70.0,65.0,4,5.0,1,0,1.0,3.0,0,0,5,20,.077,0.143,0.138,0.281,-22,.147,-26,9,leeko01
720,Oswald Peraza,-0.7,52,191.0,173.0,15,33.0,8,0,2.0,14.0,4,3,13,50,.191,0.267,0.272,0.539,49,.244,47,47,perazos02
721,Yasmani Grandal#,-0.7,118,405.0,363.0,33,85.0,14,0,8.0,33.0,0,0,36,86,.234,0.309,0.339,0.647,79,.294,79,123,grandya01
722,David Hensley,-0.7,30,94.0,84.0,12,10.0,1,0,1.0,3.0,1,0,10,35,.119,0.213,0.167,0.379,8,.205,17,14,henslda01
723,Jesse Winker*,-0.7,61,197.0,166.0,16,33.0,5,0,1.0,23.0,0,0,26,51,.199,0.32,0.247,0.567,59,.275,66,41,winkeje01
724,Trayce Thompson,-0.7,72,179.0,153.0,17,25.0,2,0,6.0,17.0,2,0,24,77,.163,0.285,0.294,0.579,60,.272,60,45,thomptr01
725,Jordyn Adams,-0.7,17,40.0,39.0,1,5.0,0,0,0.0,1.0,1,2,0,16,.128,0.125,0.128,0.253,-30,.135,-21,5,adamsjo03
726,Vaughn Grissom,-0.7,23,80.0,75.0,5,21.0,3,1,0.0,9.0,0,1,2,15,.280,0.313,0.347,0.659,79,.285,73,26,grissva01
727,Juan Yepez,-0.7,28,65.0,60.0,5,11.0,1,0,2.0,2.0,0,1,4,20,.183,0.246,0.3,0.546,48,.235,43,18,yepezju01
728,AJ Pollock,-0.8,54,144.0,133.0,15,22.0,4,0,5.0,15.0,0,1,9,32,.165,0.215,0.308,0.524,47,.233,46,41,polloaj01
729,Colton Cowser*,-0.8,26,77.0,61.0,15,7.0,2,0,0.0,4.0,1,0,13,22,.115,0.286,0.148,0.433,28,.240,46,9,cowseco01
730,Tomás Nido,-0.8,22,61.0,56.0,5,7.0,0,0,0.0,1.0,0,0,2,18,.125,0.153,0.125,0.278,-21,.127,-43,7,nidoto01
731,Giancarlo Stanton,-0.8,101,415.0,371.0,43,71.0,13,0,24.0,60.0,0,0,41,124,.191,0.275,0.42,0.695,87,.299,84,156,stantmi03
732,Brett Baty*,-0.8,108,389.0,353.0,41,75.0,12,0,9.0,34.0,2,0,29,109,.212,0.275,0.323,0.598,66,.275,66,114,batybr01
733,Lenyn Sosa,-0.8,52,173.0,164.0,12,33.0,6,0,6.0,14.0,0,1,5,40,.201,0.224,0.348,0.571,54,.247,47,57,sosale01
734,Starling Marte,-0.8,86,341.0,315.0,38,78.0,7,1,5.0,28.0,24,4,16,69,.248,0.301,0.324,0.625,74,.290,71,102,martest01
735,Pavin Smith*,-0.8,69,228.0,191.0,26,36.0,5,0,7.0,30.0,1,1,35,45,.188,0.317,0.325,0.642,76,.296,81,62,smithpa04
736,Danny Mendick,-0.9,33,69.0,65.0,4,12.0,3,0,1.0,4.0,1,0,4,15,.185,0.232,0.277,0.509,41,.226,30,18,mendida01
737,Aledmys Díaz,-0.9,109,344.0,315.0,25,72.0,20,1,4.0,24.0,1,0,17,66,.229,0.28,0.337,0.616,74,.269,72,106,diazal02
738,Eric Haase,-0.9,89,293.0,274.0,22,55.0,8,1,4.0,26.0,4,1,17,81,.201,0.247,0.281,0.528,46,.242,42,77,haaseer01
739,Jared Walsh*,-0.9,39,116.0,104.0,10,13.0,4,0,4.0,11.0,0,0,11,45,.125,0.216,0.279,0.494,34,.221,26,29,walshja01
740,Kolten Wong*,-0.9,87,250.0,224.0,25,41.0,6,0,4.0,27.0,3,2,18,53,.183,0.256,0.263,0.519,48,.233,44,59,wongko01
741,Jake Bauers*,-0.9,84,272.0,242.0,28,49.0,15,0,12.0,30.0,3,2,27,95,.202,0.279,0.413,0.693,87,.301,86,100,bauerja01
742,Kris Bryant,-1.0,80,335.0,300.0,36,70.0,10,0,10.0,31.0,0,0,29,68,.233,0.313,0.367,0.68,77,.318,83,110,bryankr01
743,Tony Kemp*,-1.0,124,419.0,359.0,42,75.0,13,3,5.0,27.0,15,4,44,40,.209,0.303,0.304,0.607,73,.280,78,109,kempto01
744,Mark Vientos,-1.1,65,233.0,218.0,19,46.0,5,1,9.0,22.0,1,0,10,71,.211,0.253,0.367,0.62,69,.273,65,80,vientma01
745,Tyler Soderstrom*,-1.1,45,138.0,125.0,9,20.0,1,0,3.0,7.0,0,0,11,43,.160,0.232,0.24,0.472,34,.215,34,30,soderty01
746,Austin Hedges,-1.1,81,212.0,185.0,14,34.0,5,0,1.0,16.0,1,0,11,47,.184,0.234,0.227,0.461,27,.215,17,42,hedgeau01
747,Cam Gallagher,-1.1,56,149.0,143.0,6,18.0,6,0,0.0,7.0,0,0,4,46,.126,0.154,0.168,0.322,-11,.143,-23,24,gallaca01
748,Jordan Diaz,-1.1,90,293.0,272.0,20,60.0,9,0,10.0,27.0,0,1,17,69,.221,0.273,0.364,0.637,78,.279,82,99,diazjo03
749,Eduardo Escobar#,-1.1,99,309.0,288.0,32,65.0,6,5,6.0,31.0,2,1,18,78,.226,0.269,0.344,0.613,67,.274,65,99,escobed01
750,Austin Barnes,-1.1,59,200.0,178.0,15,32.0,5,0,2.0,11.0,2,1,17,43,.180,0.256,0.242,0.498,37,.232,31,43,barneau01
751,Nick Pratto*,-1.3,95,345.0,306.0,33,71.0,16,0,7.0,35.0,1,1,29,138,.232,0.307,0.353,0.66,80,.291,80,108,prattni01
752,Brandon Crawford*,-1.3,93,320.0,283.0,31,55.0,11,1,7.0,38.0,3,0,28,81,.194,0.273,0.314,0.587,63,.265,60,89,crawfbr01
753,Jurickson Profar#,-1.3,125,521.0,459.0,55,111.0,27,2,9.0,46.0,1,0,50,90,.242,0.321,0.368,0.689,81,.307,77,169,profaju01
754,Oscar González,-1.4,54,180.0,173.0,15,37.0,7,2,2.0,12.0,0,0,5,46,.214,0.239,0.312,0.551,51,.250,54,54,gonzaos01
755,Trey Mancini,-1.4,79,263.0,235.0,31,55.0,12,0,4.0,28.0,0,0,21,78,.234,0.299,0.336,0.635,75,.281,65,79,mancitr01
756,Henry Davis,-1.4,62,255.0,225.0,27,48.0,10,0,7.0,24.0,3,5,25,69,.213,0.302,0.351,0.653,77,.283,76,79,davishe01
757,Harold Castro*,-1.4,99,270.0,258.0,24,65.0,13,0,1.0,31.0,1,0,9,66,.252,0.275,0.314,0.589,54,.266,46,81,castrha01
758,Oswaldo Cabrera#,-1.5,115,330.0,298.0,35,63.0,11,0,5.0,29.0,8,0,25,72,.211,0.275,0.299,0.574,58,.259,50,89,cabreos01
759,Nick Maton*,-1.5,93,293.0,249.0,29,43.0,9,0,8.0,32.0,1,2,38,73,.173,0.288,0.305,0.593,65,.267,63,76,matonni01
760,Michael Toglia#,-1.5,45,152.0,141.0,18,23.0,5,0,4.0,9.0,1,1,10,50,.163,0.224,0.284,0.507,31,.230,22,40,toglimi01
761,Oscar Colás*,-1.5,75,263.0,245.0,32,53.0,9,0,5.0,19.0,4,3,12,71,.216,0.257,0.314,0.571,57,.247,47,77,colasos01
762,Gavin Sheets*,-1.5,118,344.0,311.0,24,63.0,10,0,10.0,43.0,1,0,28,66,.203,0.267,0.331,0.599,64,.267,59,103,sheetga01
763,Jean Segura,-1.9,85,326.0,301.0,25,66.0,5,2,3.0,21.0,6,2,22,47,.219,0.277,0.279,0.556,49,.251,45,84,segurje01
764,Tim Anderson,-2.0,123,524.0,493.0,52,121.0,18,2,1.0,25.0,13,2,26,122,.245,0.286,0.296,0.582,62,.263,54,146,anderti01
765,Diego Castillo,,1,1.0,1.0,0,0.0,0,0,0.0,0.0,0,0,0,0,.000,0.0,0.0,0.0,-100,.000,-125,0,castidi02
,League Average,,,,,,,,,,,,,,,.248,0.32,0.414,0.734,100,.324,100,,-9999
"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">Baseball-Reference.com</a>: <a href=""https://www.baseball-reference.com/leagues/majors/2023-standard-batting.shtml?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#players_standard_batting"">View Original Table</a><br>Generated 10/22/2024.",,,,,,,,,,,,,,,,,,,,,,,,
